image,path,set,width,height,x_com_norm,y_com_norm,dx,dy,d,lr_imbalance,tb_imbalance,q_tl,q_tr,q_bl,q_br,sym_lr,sym_tb,sym_rot180,sym_lr_diff,sym_tb_diff,sym_rot180_diff,neg_space_pct,neg_largest_region_pct,neg_largest_centroid_x_norm,neg_largest_centroid_y_norm,neg_method,neg_rule,qt_total_leaves,qt_blank_leaves,qt_blank_leaf_ratio,qt_largest_blank_leaf_area_pct,qt_largest_blank_leaf_depth,qt_largest_blank_rect_w_norm,qt_largest_blank_rect_h_norm,qt_largest_blank_rect_aspect,qt_largest_blank_rect_cx_norm,qt_largest_blank_rect_cy_norm,qt_blank_leaf_depth_mean,qt_blank_leaf_depth_std,qt_blank_leaf_depth_wmean,qt_blank_depth_entropy,qt_blank_depth_entropy_norm,qt_blank_depth_max,qt_max_depth,qt_min_size,qt_mask_method,qt_rule,qt_thr,qt_blank_percentile,rot_thirds_luma_mean,rot_intersections_luma_mean,rot_band_frac,rot_patch_frac,rot_thirds_sat_mean,rot_intersections_sat_mean,lines_edge_pct,lines_static_energy,lines_dynamic_energy,lines_dynamic_to_static,lines_edge_percentile,lines_angle_band_deg,detail_edge_density,detail_edge_percentile
ComfyUI_00132_.png,data\generated\ComfyUI_00132_.png,generated,512,512,0.5052988570587242,0.48511064382541236,0.005298857058724238,-0.014889356174587642,0.015804139123107047,0.023421735632204784,-0.044388282366701844,0.254023078012819,0.26817101776461205,0.2342660314681187,0.24353978194261056,0.7163597615620609,0.697596083600464,0.584937688481953,0.09308409690856934,0.09924189746379852,0.1362137496471405,0.2500572204589844,0.025482177734375,0.5068143010853293,0.46897835188997006,low_gradient,blank = grad_mag <= P25.0 (thr=0.003107),4078,35,0.008582638548307995,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.5078125,0.6953125,6.0,0.0,6.0,-1.4421826120167546e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.003107),0.0031074099242687225,25.0,0.27696067094802856,0.21934960782527924,0.03,0.06,0.45128288865089417,0.5461599230766296,0.20000076293945312,1355.09326171875,989.1401977539062,0.7299425254996975,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00134_.png,data\generated\ComfyUI_00134_.png,generated,512,512,0.5075176042701998,0.49270985169439313,0.0075176042701997625,-0.0072901483056068694,0.010471897453712409,0.024645811166167184,-0.01686985956320538,0.2463147517342572,0.26212022352234227,0.24136238815765598,0.2502027047982397,0.9207969280890361,0.8906858872512693,0.8783389030341818,0.02595311403274536,0.03581984341144562,0.039865680038928986,0.2531013488769531,0.17098617553710938,0.4947911437766325,0.48993079376101556,low_gradient,blank = grad_mag <= P25.0 (thr=0.000590),3511,21,0.005981201936770151,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.7890625,0.6015625,6.0,0.0,6.0,-1.441862269366373e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000590),0.0005895290523767471,25.0,0.27216872572898865,0.15852400660514832,0.03,0.06,0.7381305694580078,0.9687612652778625,0.20000076293945312,2512.70556640625,474.0965270996094,0.18867969786678598,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00136_.png,data\generated\ComfyUI_00136_.png,generated,512,512,0.5074298984141824,0.4693444679434959,0.007429898414182401,-0.03065553205650412,0.03154306637142974,0.02765092719089892,-0.10740467745991554,0.2678847765368634,0.2858175819012715,0.2182897401595101,0.2280079408187092,0.9158601872933212,0.7249935232841754,0.7244364125492051,0.03180864825844765,0.10396486520767212,0.10417547821998596,0.25,0.0166168212890625,0.24103562256083563,0.6319538603363177,low_gradient,blank = grad_mag <= P25.0 (thr=0.003800),4096,5,0.001220703125,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.5234375,0.9609375,6.0,0.0,6.0,-1.4380181575617953e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.003800),0.003800170263275504,25.0,0.380838543176651,0.3878287672996521,0.03,0.06,0.5708650946617126,0.46800726652145386,0.20000076293945312,1607.215576171875,464.41204833984375,0.2889544223078698,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00137_.png,data\generated\ComfyUI_00137_.png,generated,512,512,0.4971568978110596,0.46391787940162293,-0.002843102188940405,-0.036082120598377065,0.03619395884581548,-0.006026000389513965,-0.08348610345783379,0.2706508871413198,0.27109213689178047,0.2323621130534372,0.2258948213697376,0.9140384684195575,0.685819997290387,0.6793259378413217,0.02312491275370121,0.08451902866363525,0.08626602590084076,0.2500152587890625,0.020599365234375,0.016610243055555557,0.39582826967592594,low_gradient,blank = grad_mag <= P25.0 (thr=0.002343),4093,39,0.009528463229904716,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.859375,0.578125,5.974359035491943,0.15806187689304352,5.904761791229248,0.45371633918405985,0.45371633918373255,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002343),0.0023430834989994764,25.0,0.2122824788093567,0.18085211515426636,0.03,0.06,0.7816973924636841,0.8731555938720703,0.20000076293945312,1063.0557861328125,429.529296875,0.40405151119444305,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00138_.png,data\generated\ComfyUI_00138_.png,generated,512,512,0.4933067077958926,0.4333709264289948,-0.006693292204107415,-0.06662907357100523,0.06696442044444192,-0.027705167632735863,-0.2131085341695524,0.31500183852648755,0.2915524285582886,0.1988507585971074,0.19459500093257048,0.9000256860645128,0.5367965669603314,0.5258004860818624,0.05597459897398949,0.25934287905693054,0.265499472618103,0.2503547668457031,0.02789306640625,0.2532475511146061,0.34840870529608864,low_gradient,blank = grad_mag <= P25.0 (thr=0.002005),3997,1,0.0002501876407305479,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.2109375,0.2890625,6.0,0.0,6.0,-1.4203993117908133e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002005),0.0020046387799084187,25.0,0.62176513671875,0.7264537811279297,0.03,0.06,0.0765065848827362,0.03611528500914574,0.20000076293945312,914.8966674804688,239.43734741210938,0.2617097164304665,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00139_.png,data\generated\ComfyUI_00139_.png,generated,512,512,0.5011762072192054,0.48255403698659693,0.0011762072192054163,-0.017445963013403065,0.017485568017297542,0.0037176451818761967,-0.16391269942565412,0.2894110082961072,0.2925452776005105,0.20873013720485004,0.20931352903637523,0.888549188729846,0.3223531734129256,0.30735196122617203,0.05204779654741287,0.3164626955986023,0.32346829771995544,0.25335693359375,0.052951812744140625,0.5031374383149629,0.6942242881456667,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),3880,52,0.013402061855670102,0.00390625,4.0,0.0625,0.0625,0.9999999996875,0.53125,0.09375,5.711538314819336,0.5312010645866394,5.0608696937561035,1.5729189400211885,0.9924013592151454,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),0.0019607841968536377,25.0,0.44739973545074463,0.42036569118499756,0.03,0.06,0.140200674533844,0.1627793312072754,0.20000839233398438,2309.675048828125,243.11642456054688,0.10526001252117516,80.0,15.0,0.20000839233398438,80.0
ComfyUI_00141_.png,data\generated\ComfyUI_00141_.png,generated,512,512,0.5022838045586925,0.44488188192403305,0.0022838045586924816,-0.05511811807596695,0.05516541220274294,0.005579600523161883,-0.21157814107185266,0.3020084912135583,0.30378053136458316,0.19520169253893244,0.19900923692514122,0.9428887297647474,0.571570832545673,0.5670570779022126,0.02661791816353798,0.19967849552631378,0.2017822265625,0.2500267028808594,0.01275634765625,0.5725021727347488,0.8943735515101675,low_gradient,blank = grad_mag <= P25.0 (thr=0.002980),4078,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002980),0.0029798976611346006,25.0,0.4779724180698395,0.4916929304599762,0.03,0.06,0.3456987142562866,0.4340130686759949,0.20000076293945312,737.5194702148438,292.7369384765625,0.39692096316768055,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00143_.png,data\generated\ComfyUI_00143_.png,generated,512,512,0.5085658770889067,0.4724225098552792,0.00856587708890666,-0.027577490144720773,0.02887719191653557,0.03742794859186172,-0.044726597778002274,0.25891204437796844,0.2634512968512511,0.22237393898588234,0.25526274095500734,0.8185660088559771,0.5442226774492094,0.5446965068197391,0.06385364383459091,0.16040568053722382,0.16023892164230347,0.2508544921875,0.09774398803710938,0.5107687520733325,0.5713577797535417,low_gradient,blank = grad_mag <= P25.0 (thr=0.001983),4060,8,0.0019704433497536944,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.6015625,0.5703125,6.0,0.0,6.0,-1.439940213464084e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001983),0.0019832199905067682,25.0,0.36365994811058044,0.3512102961540222,0.03,0.06,0.7921786308288574,0.8178278803825378,0.20000076293945312,903.4246215820312,770.7200317382812,0.8531093943179282,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00144_.png,data\generated\ComfyUI_00144_.png,generated,512,512,0.49208067181997767,0.5094964914079768,-0.007919328180022334,0.009496491407976815,0.012365237882251733,-0.01838799958298564,0.04774198283349044,0.19924798101363278,0.27688104120110607,0.3099460596723122,0.21392498627036927,0.5754780257448536,0.5413517150749834,0.7378047611599392,0.23203161358833313,0.25068408250808716,0.14330844581127167,0.25003814697265625,0.033321380615234375,0.6814071891099027,0.7143504937034917,low_gradient,blank = grad_mag <= P25.0 (thr=0.001297),4075,45,0.011042944785276074,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.7578125,0.8046875,6.0,0.0,6.0,-1.4421826120167548e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001297),0.0012974801938980818,25.0,0.494083046913147,0.4411516487598419,0.03,0.06,0.4976145625114441,0.5342865586280823,0.20000457763671875,932.0077514648438,362.9302978515625,0.3894069521173489,80.0,15.0,0.20000457763671875,80.0
ComfyUI_00145_.png,data\generated\ComfyUI_00145_.png,generated,512,512,0.4954366485915593,0.4938100711462966,-0.004563351408440719,-0.006189928853703397,0.007690214255196518,-0.011280146314672421,-0.01346605754132073,0.29193427836337227,0.2147987504072881,0.21370579479396393,0.2795611764353757,0.6868184300012177,0.6694623913346869,0.8794196865883188,0.15342466533184052,0.1619272232055664,0.059071145951747894,0.2500343322753906,0.04669189453125,0.5129989723754085,0.46558909696691175,low_gradient,blank = grad_mag <= P25.0 (thr=0.003529),4069,41,0.010076185795035636,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.515625,0.578125,5.804878234863281,0.39629456400871277,5.507692337036133,0.9998292601205083,0.999829260119787,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.003529),0.003529396140947938,25.0,0.4663877785205841,0.44634130597114563,0.03,0.06,0.6770710945129395,0.8760036826133728,0.20000076293945312,1500.702392578125,544.3723754882812,0.3627450573657391,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00146_.png,data\generated\ComfyUI_00146_.png,generated,512,512,0.49971977249449073,0.4977538213731384,-0.00028022750550926734,-0.0022461786268616057,0.0022635913674101684,-0.0010841439020302021,-0.006405567884874439,0.2500181426793981,0.253184669217861,0.2505239572264389,0.24627325883112391,0.8689432408637409,0.7897392089384656,0.7721402791108396,0.06985907256603241,0.11207833886146545,0.12145934998989105,0.2500267028808594,0.101898193359375,0.4324802376974768,0.6222755544090671,low_gradient,blank = grad_mag <= P25.0 (thr=0.001162),4078,129,0.031633153506620895,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.796875,0.703125,5.976744174957275,0.1507149040699005,5.91304349899292,0.4262286569952596,0.4262286569949521,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001162),0.0011621169978752732,25.0,0.4838895797729492,0.49676045775413513,0.03,0.06,0.6868171691894531,0.7945438623428345,0.20000076293945312,2012.2911376953125,1459.9705810546875,0.7255265173604771,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00147_.png,data\generated\ComfyUI_00147_.png,generated,512,512,0.4636963384231817,0.46598728941758427,-0.0363036615768183,-0.03401271058241573,0.04974756602133745,-0.05537867539766286,-0.0892368867886548,0.285150392146665,0.2594680512476624,0.24253894555216646,0.21284256785698427,0.5211979726541223,0.810083775656385,0.45715822368882353,0.16516853868961334,0.06551389396190643,0.18725982308387756,0.2500152587890625,0.052616119384765625,0.38797306604799536,0.5014811634524758,low_gradient,blank = grad_mag <= P25.0 (thr=0.001966),4057,97,0.023909292580724672,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.421875,0.578125,5.927834987640381,0.25876080989837646,5.762712001800537,0.7905013842124845,0.7905013842119142,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001966),0.001965872710570693,25.0,0.36729228496551514,0.38634389638900757,0.03,0.06,0.8899279236793518,0.9141709208488464,0.20000076293945312,423.517333984375,541.7849731445312,1.279251000271283,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00149_.png,data\generated\ComfyUI_00149_.png,generated,512,512,0.4985989758326276,0.5963101520431068,-0.0014010241673724222,0.09631015204310678,0.09632034185614119,-0.0005289626901535092,0.3349355136514582,0.16697203992457627,0.16556016830929632,0.33329240648010217,0.33417535034562695,0.9571252322146828,0.2919181696984452,0.28953509482736495,0.018284961581230164,0.30197829008102417,0.30299460887908936,0.25,0.030303955078125,0.3753154405054129,0.2549147745153575,low_gradient,blank = grad_mag <= P25.0 (thr=0.002450),4096,20,0.0048828125,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.9921875,0.9140625,6.0,0.0,6.0,-1.441862269366373e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002450),0.002450128085911274,25.0,0.3690379858016968,0.3306754231452942,0.03,0.06,0.45975255966186523,0.47778207063674927,0.20000076293945312,807.9287109375,362.008056640625,0.4480693057882289,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00150_.png,data\generated\ComfyUI_00150_.png,generated,512,512,0.5006833910604763,0.49320846284172787,0.0006833910604763238,-0.006791537158272132,0.006825833305445574,0.0028450275850718204,-0.01677070587443341,0.2522434913627757,0.256141881704828,0.24633399484468843,0.24528063208770792,0.9041831654365762,0.8866214364821499,0.8818810022480134,0.0354633554816246,0.041963234543800354,0.04371774569153786,0.25,0.027828216552734375,0.49591677733036327,0.497996808601782,low_gradient,blank = grad_mag <= P25.0 (thr=0.005407),4057,48,0.011831402514173034,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.515625,0.546875,5.791666507720947,0.40611645579338074,5.487179279327393,0.9995256892907638,0.9995256892900427,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.005407),0.005407305434346199,25.0,0.3802103102207184,0.38509058952331543,0.03,0.06,0.6537054181098938,0.829488217830658,0.20000076293945312,2387.7626953125,875.2210693359375,0.3665444104016069,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00151_.png,data\generated\ComfyUI_00151_.png,generated,512,512,0.5048854886395338,0.3750734876187452,0.004885488639533753,-0.1249265123812548,0.12502200404325162,0.01974025995242701,-0.41002203961739964,0.34353032731638283,0.3614807362518157,0.14659957188040285,0.14838942289739693,0.9400938819262044,0.17908290566421026,0.17817772586423242,0.030599210411310196,0.4193130135536194,0.4197753667831421,0.2506294250488281,0.059322357177734375,0.6339536545077487,0.3153379404861424,low_gradient,blank = grad_mag <= P25.0 (thr=0.002102),4096,3,0.000732421875,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.7734375,0.3359375,6.0,0.0,6.0,-1.4351350737083618e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002102),0.002102375030517578,25.0,0.5158236622810364,0.5163957476615906,0.03,0.06,0.5200986862182617,0.5391800403594971,0.20000076293945312,997.338134765625,186.43209838867188,0.18692968000327614,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00152_.png,data\generated\ComfyUI_00152_.png,generated,512,512,0.5034636317845078,0.3937053753988938,0.0034636317845078146,-0.10629462460110622,0.10635104119955173,0.012250442494486645,-0.34246891569166743,0.33440020149618105,0.3368342563496527,0.15947457725657563,0.16929096489759066,0.950224337983026,0.3112829104799165,0.3104243700308915,0.024341970682144165,0.3368057906627655,0.33722564578056335,0.25,0.026668548583984375,0.14233562571520528,0.19081983755900445,low_gradient,blank = grad_mag <= P25.0 (thr=0.002407),4078,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002407),0.002406913787126541,25.0,0.46826162934303284,0.4552895128726959,0.03,0.06,0.5766307711601257,0.573223888874054,0.20000076293945312,1058.727783203125,331.67071533203125,0.3132728927972839,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00153_.png,data\generated\ComfyUI_00153_.png,generated,512,512,0.4845784187314962,0.4992735044825749,-0.015421581268503792,-0.0007264955174250964,0.015438684029343492,-0.06329545384289237,0.006909593046304784,0.23860846698753002,0.25793670937288254,0.2930392057010461,0.21041553658923623,0.7255452920983315,0.7605888095425699,0.7845597376848138,0.15081974864006042,0.13156245648860931,0.11838982999324799,0.25,0.017547607421875,0.9810215692934783,0.3658878226902174,low_gradient,blank = grad_mag <= P25.0 (thr=0.001903),4093,1,0.0002443195699975568,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.9921875,0.1640625,6.0,0.0,6.0,-1.4203993117908133e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001903),0.0019032241543754935,25.0,0.5004738569259644,0.4450521171092987,0.03,0.06,0.4232969880104065,0.4853154122829437,0.20000076293945312,651.0762939453125,143.33316040039062,0.22014802524852561,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00154_.png,data\generated\ComfyUI_00154_.png,generated,512,512,0.4964324979458074,0.5644843695284897,-0.003567502054192595,0.06448436952848968,0.06458297751260371,-0.006048045951371509,0.23281538204035088,0.19352888797613815,0.19006338285938532,0.3094950587109454,0.30691257509277836,0.9439997903429426,0.45700940304301585,0.45455855547072266,0.021876614540815353,0.21212056279182434,0.21307799220085144,0.2507133483886719,0.13976669311523438,0.49895816275007504,0.2268729615300636,low_gradient,blank = grad_mag <= P25.0 (thr=0.001544),3604,167,0.046337402885682576,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.578125,0.109375,5.958083629608154,0.20039759576320648,5.8510637283325195,0.6071716548684176,0.6071716548679796,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001544),0.0015439391136169434,25.0,0.34787222743034363,0.3231464922428131,0.03,0.06,0.6255161166191101,0.673991322517395,0.20000076293945312,1529.06884765625,546.9491577148438,0.35770080500274926,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00155_.png,data\generated\ComfyUI_00155_.png,generated,512,512,0.4975464142692251,0.4843707826410127,-0.002453585730774921,-0.015629217358987313,0.015820635834021737,-0.0036761718293302267,-0.027724654637779206,0.25828818310378443,0.2555740981131259,0.24354987207622783,0.24258778523755611,0.958599071118379,0.5898765547348265,0.5870388242942173,0.020072519779205322,0.19884121417999268,0.20021703839302063,0.2554740905761719,0.007587432861328125,0.5087060866013072,0.5553984414278532,low_gradient,blank = grad_mag <= P25.0 (thr=0.001402),4096,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001402),0.001402348279953003,25.0,0.49821868538856506,0.5981271862983704,0.03,0.06,0.4650782346725464,0.44948089122772217,0.20000076293945312,758.841064453125,529.6282958984375,0.6979436415623421,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00156_.png,data\generated\ComfyUI_00156_.png,generated,512,512,0.5028002655171013,0.5801596504678632,0.00280026551710133,0.08015965046786322,0.08020854723841014,0.01275941134301754,0.36761296760037393,0.15494756978585925,0.16124597668718788,0.33867275481586606,0.34513375925755496,0.9555634455790443,0.15127500477014444,0.15106272885693595,0.021872663870453835,0.4177613854408264,0.4178658723831177,0.2559013366699219,0.09384536743164062,0.490512723695175,0.8028537807152148,low_gradient,blank = grad_mag <= P25.0 (thr=0.001402),3958,58,0.014653865588681153,0.00390625,4.0,0.0625,0.0625,0.9999999996875,0.53125,0.84375,5.879310131072998,0.41843658685684204,5.216495037078857,1.3772392947549292,0.8689412488483917,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001402),0.001402348279953003,25.0,0.4808635115623474,0.4842982590198517,0.03,0.06,0.5042657256126404,0.4611990749835968,0.20000457763671875,1866.5618896484375,140.9341278076172,0.07550466372878038,80.0,15.0,0.20000457763671875,80.0
ComfyUI_00158_.png,data\generated\ComfyUI_00158_.png,generated,512,512,0.5007790526360852,0.5033628443521923,0.0007790526360852423,0.0033628443521922513,0.0034519045680410526,0.0085946703421368,0.01238281431915956,0.2454743101065868,0.24833428273383343,0.2502283290211943,0.25596305243723494,0.954515778386688,0.9275839897817767,0.9163307155207887,0.026371104642748833,0.04198577255010605,0.04851026087999344,0.2500038146972656,0.009601593017578125,0.7180368804628526,0.4888678858760429,low_gradient,blank = grad_mag <= P25.0 (thr=0.001318),4096,10,0.00244140625,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.7265625,0.5390625,6.0,0.0,6.0,-1.4405808987648471e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001318),0.0013182341353967786,25.0,0.6818403601646423,0.8438782095909119,0.03,0.06,0.26616013050079346,0.056001584976911545,0.20000076293945312,1377.0999755859375,385.80352783203125,0.28015651344781667,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00159_.png,data\generated\ComfyUI_00159_.png,generated,512,512,0.5017424708061533,0.5015416351851484,0.0017424708061533067,0.0015416351851483823,0.002326551859379894,0.010591124564278057,0.046916466499250846,0.23368295630752609,0.2428588273407928,0.26102144761444623,0.26243675183929055,0.959067848472926,0.739329477907358,0.7360164332223444,0.01804765686392784,0.11493390798568726,0.11639468371868134,0.25009918212890625,0.053180694580078125,0.5088845402051503,0.9517647754375583,low_gradient,blank = grad_mag <= P25.0 (thr=0.002297),4045,19,0.004697156983930779,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.453125,0.203125,5.8947367668151855,0.3068922162055969,5.679999828338623,0.9043814577216089,0.9043814577209565,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002297),0.002296964405104518,25.0,0.43923860788345337,0.4606597423553467,0.03,0.06,0.7199983596801758,0.7601229548454285,0.20000076293945312,755.8577880859375,242.174560546875,0.3203969904933187,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00160_.png,data\generated\ComfyUI_00160_.png,generated,512,512,0.4968895559323482,0.4217725143715843,-0.0031104440676518186,-0.0782274856284157,0.07828929920520412,-0.003119971934998603,-0.2590712981846939,0.3147568988173456,0.31477872054512696,0.18680311688002807,0.1836612488925622,0.943267199120969,0.39566474231817295,0.3925130189402374,0.02843552641570568,0.3029039800167084,0.30448368191719055,0.2501373291015625,0.01160430908203125,0.5120519754684418,0.17484706299309666,low_gradient,blank = grad_mag <= P25.0 (thr=0.001736),4003,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001736),0.0017362807411700487,25.0,0.44219982624053955,0.2859534025192261,0.03,0.06,0.48566770553588867,0.5579736232757568,0.20000076293945312,1073.8868408203125,415.1177978515625,0.386556368947216,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00161_.png,data\generated\ComfyUI_00161_.png,generated,512,512,0.5050917471784545,0.46053366360808207,0.005091747178454509,-0.03946633639191793,0.03979343661370962,0.018385921400209646,-0.14257673069341179,0.28252268978006095,0.28876567556664495,0.20828434951983424,0.22042728513345988,0.9506100371278161,0.6909538118063625,0.6844462289519999,0.029583662748336792,0.1851128786802292,0.18901079893112183,0.2500457763671875,0.025787353515625,0.49255125508505915,0.8089401696560651,low_gradient,blank = grad_mag <= P25.0 (thr=0.001866),4087,1,0.00024467824810374357,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.9921875,0.1015625,6.0,0.0,6.0,-1.4203993117908133e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001866),0.0018663398222997785,25.0,0.5732982754707336,0.47041234374046326,0.03,0.06,0.36131370067596436,0.534421443939209,0.20000076293945312,1176.992919921875,280.39013671875,0.2382258482361807,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00163_.png,data\generated\ComfyUI_00163_.png,generated,512,512,0.5111828735020324,0.4672413467097268,0.011182873502032398,-0.03275865329027322,0.034614823777606996,0.03301517826979032,-0.14128766161440817,0.27541253153865003,0.2952312603295455,0.20807987932645483,0.2212762509273325,0.8908938158631883,0.6049840554529919,0.5644561027429323,0.04175270348787308,0.15116451680660248,0.16667373478412628,0.2500114440917969,0.011142730712890625,0.44583070331222185,0.8888209838240329,low_gradient,blank = grad_mag <= P25.0 (thr=0.001691),4072,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001691),0.0016911065904423594,25.0,0.3953932225704193,0.5319762229919434,0.03,0.06,0.6634483337402344,0.6051552295684814,0.20000076293945312,1669.251220703125,384.3792724609375,0.23027047558289393,80.0,15.0,0.20000076293945312,80.0
